DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
IP;92363;EMEI;LUCY GARCIA SALGADO, PROFA.;LUCY GARCIA SALGADO, PROFA.;;IPIRANGA;VILA MARIANA;ALAMEDA DOS GUARAMOMIS;1410;PLANALTO PAULISTA;4076012;50444196;50412395;;Ativa;MOEMA;32;3202;35051780;1668164;1,63000e+14;;;;;;30/07/1985;;COLOMBO - PI 49;DIR;-23616304;-46662069;31/12/2024
IP;92371;EMEI;IGNACIO HENRIQUE ROMEIRO, PROF.;IGNACIO HENRIQUE ROMEIRO, PROF.;;IPIRANGA;VILA MARIANA;ALAMEDA JAUAPERI;1639;INDIANÓPOLIS;4523016;50446652;55369812;;Ativa;MOEMA;32;3202;35051792;1668163;1,63000e+14;;;;;;20/03/1985;;VILA HELENA - PI 50;DIR;-23609684;-46671306;31/12/2024
IP;92380;EMEI;ANITA COSTA, DA.;ANITA COSTA, DA.;;IPIRANGA;VILA MARIANA;ALAMEDA DOS JURUPIS;254;INDIANOPOLIS;4088000;50522994;50522979;;Ativa;MOEMA;32;3202;35051779;1668160;1,63000e+14;;;;;;19/03/1986;;;DIR;-23601644;-46657703;31/12/2024
IP;92398;EMEI;SAO PAULO;SAO PAULO;;IPIRANGA;VILA MARIANA;RUA PEDRO DE TOLEDO;1231;VILA CLEMENTINO;4039033;55734597;50861118;50844157;Criada;VILA MARIANA;90;9003;35052644;1668172;1,63000e+14;;;;;;19/03/1986;;SAO PAULO - PI 31;DIR;-23598288;-46648427;31/12/2024
IP;92401;EMEI;HEITOR VILLA LOBOS;HEITOR VILLA LOBOS;;IPIRANGA;VILA MARIANA;RUA CURITIBA;232;PARAÍSO;4005030;38841363;;;Ativa;MOEMA;32;3201;35051755;1668162;1,63000e+14;;;;;;29/05/1985;;IBIRAPUERA - PI 17;DIR;-23581978;-46654252;31/12/2024
IP;92410;EMEI;ANA ROSA DE ARAUJO, DA;ANA ROSA DE ARAUJO, DA;;IPIRANGA;VILA MARIANA;RUA ALCEU WAMOSY;244;VILA MARIANA;4105040;55734615;;55790587;Ativa;VILA MARIANA;90;9004;35052632;1668168;1,63000e+14;;25/01/1960;INEXISTENTE;;;30/07/1985;;;DIR;-23579961;-46637324;31/12/2024
IP;92428;EMEI;OSWALDO CRUZ;OSWALDO CRUZ;;IPIRANGA;VILA MARIANA;RUA CARLOS GEROLOMO MONACO;171;VILA MARIANA;4121050;55711361;55732558;55711361;Ativa;VILA MARIANA;90;9004;35052383;1668170;1,63000e+14;;;;;;30/07/1985;;VILA DOS BANCARIOS - PI 47;DIR;-23597465;-46623248;31/12/2024
IP;92436;EMEI;PAULO ALVES, TTE.;PAULO ALVES, TTE.;;IPIRANGA;VILA MARIANA;RUA JOSÉ DE CAMARGO;259;VILA MARIANA;4139010;22759575;55941177;;Ativa;SAUDE;77;7703;35052371;1668165;1,63000e+14;;;;;;18/09/1985;;CHACARA INGLESA - PI 54;DIR;-23605832;-46633613;31/12/2024
SA;92444;EMEI;ALEXANDRE CORREIA, PROF.;ALEXANDRE CORREIA, PROF.;;SANTO AMARO;CIDADE ADEMAR;PRACA TITO PACHECO;9;JARDIM MIRIAM;4419140;56213505;56210516;56213505;Ativa;CIDADE ADEMAR;22;2205;35091443;1673123;1,63000e+14;;19/10/1984;20267;19/10/1984;;21/05/1986;;JARDIM MIRIAM;DIR;-23682112;-46642304;31/12/2024
IP;92452;EMEI;QUINTA DAS PAINEIRAS;QUINTA DAS PAINEIRAS;;IPIRANGA;VILA PRUDENTE;PRACA MARIO ORTIZ;NA;QUINTA DA PAINEIRA;3151080;23418203;23472891;;Ativa;VILA PRUDENTE;93;9302;35052673;1668194;1,63000e+14;;;;;;30/07/1985;;QUINTA DAS PAINEIRAS - PI 58;DIR;-23588570;-46588044;31/12/2024
IP;92461;EMEI;AFONSO CELSO;AFONSO CELSO;;IPIRANGA;VILA PRUDENTE;PRACA BELCHIOR DE BORBA;61;VILA ALPINA;3206070;29172429;;;Ativa;VILA PRUDENTE;93;9302;35082326;1668189;1,63000e+14;;;;;;27/03/1985;;VILA ALPINA,EMEI - PI 80;DIR;-23599225;-46562272;31/12/2024
IP;92479;EMEI;ZENAIDE GRANDINI, PROFA.;ZENAIDE GRANDINI, PROFA.;;IPIRANGA;VILA PRUDENTE;RUA GRÃO MONGOL;240;VILA CALIFÓRNIA;3213030;29173033;;;Ativa;VILA PRUDENTE;93;9302;35052711;1668196;1,63000e+14;;;;;;16/03/1991;;VILA CALIFORNIA - PI 75;DIR;-23605181;-46560357;31/12/2024
IP;92487;EMEI;SEBASTIAO SANCHES MARTINES, PROF;SEBASTIAO SANCHES MARTINES, PROF;;IPIRANGA;VILA PRUDENTE;AVENIDA SÃO LUCAS;284;PARQUE SÃO LUCAS;3239000;21540217;;29114142;Ativa;SAO LUCAS;72;7202;35052693;1668184;1,63000e+14;;;;;;18/09/1985;;PARQUE SAO LUCAS - PI 87;DIR;-23595078;-46547862;31/12/2024
IP;92495;EMEI;JOSE VERISSIMO;JOSE VERISSIMO;;IPIRANGA;VILA PRUDENTE;RUA ANTONIO DE PAIVA AZEVEDO;16;PARQUE TOMAZ SARAIVA;3284080;22168138;;29187335;Ativa;SAO LUCAS;72;7201;35052681;1668182;1,63000e+14;;11/11/1977;14760;11/11/1977;;21/09/1985;;;DIR;-23587216;-46537512;31/12/2024
IP;92509;EMEI;BRENNO FERRAZ DO AMARAL;BRENNO FERRAZ DO AMARAL;;IPIRANGA;VILA PRUDENTE;RUA JACITARA TIPITI;217;JARDIM GUAIRACA;3244090;22117933;21541101;;Ativa;SAO LUCAS;72;7203;35084256;1668177;1,63000e+14;;14/08/1986;22612;14/08/1986;;13/05/1981;;JARDIM GUAIRACAS;DIR;-23604358;-46539531;31/12/2024
SM;92517;EMEI;ORIGENES LESSA;ORIGENES LESSA;;SAO MATEUS;SAPOPEMBA;AVENIDA EGIDIO MARTINS;NA;VILA PRIMAVERA;3390010;21547468;;21541098;Ativa;SAPOPEMBA;76;7601;35085522;1680202;1,63000e+14;;14/12/1981;17727;14/12/1981;;07/09/1982;;JARDIM PRIMAVERA;DIR;-23591121;-46526495;31/12/2024
SM;92525;EMEI;BENJAMIN CONSTANT;BENJAMIN CONSTANT;;SAO MATEUS;SAPOPEMBA;ESTRADA CASA GRANDE;431;VILA CUNHA BUENO;3260000;21433699;;21433553;Ativa;SAPOPEMBA;76;7608;35052668;1680171;1,63000e+14;;;;;;30/07/1985;;;DIR;-23603859;-46513967;31/12/2024
SM;92533;EMEI;JOSE CLEMENTE PEREIRA;JOSE CLEMENTE PEREIRA;;SAO MATEUS;SAPOPEMBA;AVENIDA DOUTOR PAULO COLOMBO P DE QUEIROZ;320;PARQUE SANTA MADALENA;3982130;27022074;;27022674;Ativa;SAPOPEMBA;76;7607;35081024;1680196;1,63000e+14;;14/12/1981;17727;14/12/1981;;18/09/1985;;JARDIM MARIA THEREZINHA;DIR;-23611404;-46509527;31/12/2024
SM;92541;EMEI;VICENTE DE CARVALHO;VICENTE DE CARVALHO;;SAO MATEUS;SAPOPEMBA;RUA VICTORIA MARCONATO ZONTA;60;JARDIM SAPOPEMBA;3975090;29191017;;;Ativa;SAPOPEMBA;76;7604;35052899;1680206;1,63000e+14;;;;;;27/03/1985;;;DIR;-23610152;-46493197;31/12/2024
SM;92550;EMEI;ATAULFO ALVES;ATAULFO ALVES;;SAO MATEUS;SAO MATEUS;RUA CACHOEIRA DE MINAS;172;JARDIM SANTA ADÉLIA;3973050;29191689;;20153215;Ativa;SAO MATEUS;73;7305;35084311;1680120;1,63000e+14;;24/12/1980;17101;24/12/1980;;13/05/1981;;JARDIM SANTA ADELIA;DIR;-23616995;-46480483;31/12/2024
SM;92568;EMEI;MARIO DE ANDRADE;MARIO DE ANDRADE;;SAO MATEUS;SAO MATEUS;AVENIDA SARGENTO IRACITAN COIMBRA;511;JARDIM VERA CRUZ;8310580;29193849;;;Ativa;SAO RAFAEL;75;7506;35052851;1680158;1,63000e+14;;07/10/1977;14715;07/10/1977;;30/07/1985;;;DIR;-23619092;-46473471;31/12/2024
